sample_pair,feature,type,assigned_value,u_char,u_homo,u_lts,u_c,u_k,platform
Y/P,O00534,informative,1.019,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q6PIV2,informative,1.089,0.018,NA,NA,0.018,0.036,SomaScan
F/P,P05787,informative,0.983,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q14254,informative,1.046,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q9NRR1,informative,0.949,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,O43670,informative,1.066,0.018,NA,NA,0.018,0.036,SomaScan
X/P,P25398,informative,1.011,0.018,NA,NA,0.018,0.036,SomaScan
F/P,P0C7M7,informative,1.059,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q5FWF5,informative,1.038,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q8WWA0,informative,1.056,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P14902,certified,1.314,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P07320,informative,0.982,0.018,NA,NA,0.018,0.036,Olink
Y/P,Q6MZQ0,informative,0.868,0.018,NA,NA,0.018,0.036,SomaScan
F/P,O75533,informative,0.993,0.018,NA,NA,0.018,0.036,SomaScan
F/P,O43597,informative,0.979,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q8N5J4,certified,1.231,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q5VY43,certified,1.131,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q6ZU15,informative,1.023,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q86TS9,informative,0.963,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P55291,informative,0.946,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q92782,informative,0.991,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,O75356,informative,1.039,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q5D1E8,informative,1.036,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q5TDH0,informative,1.223,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q9HCJ6,certified,1.290,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q08830,informative,1.085,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q96MG7,certified,1.399,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9Y6W6,certified,1.297,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q8N9W4,informative,0.993,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q9Y5V0,informative,1.011,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,P16109,informative,1.037,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q8IXL7,informative,0.973,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P43490,informative,1.017,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,P49757,informative,1.030,0.018,NA,NA,0.018,0.036,SomaScan
M/P,O14944,certified,1.133,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q5VY43,certified,1.301,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9H320,informative,0.990,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q9UJU2,informative,1.003,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9NPG4,certified,1.601,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q6FI81,informative,1.040,0.018,NA,NA,0.018,0.036,SomaScan
X/P,P52630,informative,1.001,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q15526,informative,1.084,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q8N5J4,certified,0.602,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q13112,informative,1.055,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q7L7L0,informative,1.175,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q567V2,informative,1.013,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q15431,informative,0.984,0.018,NA,NA,0.018,0.036,SomaScan
M/P,O75363,informative,0.952,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q71U36,informative,1.010,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q13033,certified,1.056,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q14258,certified,1.495,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q13428,informative,1.126,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q7L5D6,informative,1.001,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q9GZX3,informative,0.995,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q9BQ87,informative,1.025,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P06576,informative,1.026,0.018,NA,NA,0.018,0.036,SomaScan
F/P,A6NKN8,certified,1.982,0.018,NA,NA,0.018,0.036,SomaScan
X/P,O95273,informative,1.015,0.018,NA,NA,0.018,0.036,SomaScan
M/P,A6NKF2,certified,1.416,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q8N5C7,informative,1.022,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9BWW4,informative,1.040,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q86SQ7,certified,1.211,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,P55808,certified,1.166,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q8NHZ7,informative,1.047,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9Y6A9,certified,1.584,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q05707,informative,0.927,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q86VY4,informative,1.035,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9UJG1,certified,0.753,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q9NSU2,informative,0.966,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q6ZN66,informative,0.996,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P05412,informative,1.066,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P05451,informative,1.001,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P55808,certified,1.344,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q96PV4,informative,0.932,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,O15204,informative,0.999,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q9BPX5,informative,1.012,0.018,NA,NA,0.018,0.036,SomaScan
X/P,P04275,informative,1.043,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,P53778,informative,0.965,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q13586,informative,0.998,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,P15144,informative,1.025,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q8TC12,informative,1.018,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q92598,informative,1.043,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q9UPX0,informative,0.961,0.018,NA,NA,0.018,0.036,SomaScan
X/P,O43765,informative,1.019,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q13098,informative,1.072,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q5MJ10,informative,1.000,0.018,NA,NA,0.018,0.036,SomaScan
X/P,P10644,certified,0.764,0.018,NA,NA,0.018,0.036,Olink
Y/P,P12645,informative,0.984,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9H3G5,informative,0.999,0.018,NA,NA,0.018,0.036,Olink
F/P,O60609,informative,0.956,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q9NQ34,informative,1.029,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9BRJ9,informative,0.976,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P00736,informative,1.004,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,P07360,informative,1.052,0.018,NA,NA,0.018,0.036,SomaScan
X/P,P05023,informative,1.029,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9BY32,informative,1.111,0.018,NA,NA,0.018,0.036,SomaScan
X/P,P14151,informative,1.002,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q9NZN3,informative,0.976,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q8N729,informative,1.129,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q7L1T6,certified,0.468,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q96LY2,informative,1.064,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q7Z4N8,informative,1.029,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P52701,informative,1.039,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q5SWL8,informative,0.999,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q7L2J0,informative,1.006,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q9BUZ4,informative,0.971,0.018,NA,NA,0.018,0.036,SomaScan
X/P,P48449,informative,1.040,0.018,NA,NA,0.018,0.036,SomaScan
M/P,P12036,certified,1.550,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,A6H8Z2,informative,1.010,0.018,NA,NA,0.018,0.036,SomaScan
F/P,Q8N6G5,certified,0.752,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,Q6ZS10,informative,1.018,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q08495,certified,1.436,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q9NRJ3,informative,0.993,0.018,NA,NA,0.018,0.036,Olink
M/P,P09529,certified,1.449,0.018,NA,NA,0.018,0.036,SomaScan
Y/P,O14530,informative,1.062,0.018,NA,NA,0.018,0.036,SomaScan
F/P,P54709,informative,0.991,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q8N8I0,informative,0.996,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q6P5S2,informative,1.208,0.018,NA,NA,0.018,0.036,SomaScan
X/P,Q96I76,informative,0.973,0.018,NA,NA,0.018,0.036,SomaScan
M/P,Q7Z7C7,informative,0.976,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q96R05,informative,0.996,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q16698,informative,1.376,0.018,NA,NA,0.018,0.037,Olink
M/P,P55103,informative,1.120,0.018,NA,NA,0.018,0.037,Olink
M/P,Q86YL5,informative,1.100,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q8TBE7,informative,0.985,0.018,NA,NA,0.018,0.037,SomaScan
M/P,A6NI72,informative,0.979,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q8TE58,informative,1.010,0.018,NA,NA,0.018,0.037,SomaScan
X/P,P43307,informative,0.981,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,O43248,informative,1.030,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,O14841,informative,1.063,0.018,NA,NA,0.018,0.037,SomaScan
M/P,O14618,informative,1.146,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q53TN4,informative,1.006,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P04792,certified,1.228,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P02452,informative,1.149,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q6IA86,informative,1.018,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P02775,informative,1.065,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q12981,informative,0.994,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P25398,informative,1.020,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P07949,informative,1.037,0.018,NA,NA,0.018,0.037,Olink
Y/P,P10588,informative,1.026,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P49593,informative,1.087,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q8NCN2,informative,1.069,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,O43715,informative,0.912,0.018,NA,NA,0.018,0.037,Olink
Y/P,Q9NQS1,informative,1.013,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q96EH3,informative,1.012,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q16515,informative,0.972,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q99767,informative,1.059,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q8NER1,certified,0.860,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P32929,informative,0.686,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q14088,informative,0.972,0.018,NA,NA,0.018,0.037,SomaScan
M/P,O75602,informative,0.951,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P31639,informative,0.990,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P14151,informative,1.007,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q6IMI4,certified,1.520,0.018,NA,NA,0.018,0.037,SomaScan
F/P,O76038,informative,0.888,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P56545,informative,1.045,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q16559,informative,1.019,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9BTA0,informative,0.991,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9UL25,informative,1.042,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P07099,informative,1.058,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q6ICG6,informative,1.202,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P01215,informative,1.010,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9H078,informative,0.965,0.018,NA,NA,0.018,0.037,SomaScan
X/P,P05112,informative,1.004,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q8IV13,informative,1.014,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q9GZM3,certified,0.754,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q07954,informative,1.274,0.018,NA,NA,0.018,0.037,Olink
M/P,O75718,informative,1.077,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q9XRX5,informative,1.033,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q9NX04,informative,1.023,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q9NP59,informative,0.441,0.018,NA,NA,0.018,0.037,Olink
X/P,P07093,informative,1.040,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q6AZZ1,informative,1.055,0.018,NA,NA,0.018,0.037,SomaScan
X/P,A8MTJ3,informative,0.922,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9UNK4,informative,1.091,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q7KYR7,informative,0.981,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q96G61,informative,1.112,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q8IZJ0,informative,0.986,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q8N752,informative,0.998,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q8WW32,informative,0.958,0.018,NA,NA,0.018,0.037,SomaScan
F/P,O60684,informative,1.062,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P0CG48,informative,1.033,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9Y3V2,informative,1.025,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q6ZUJ4,informative,0.987,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P62701,informative,1.053,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P11234,informative,0.966,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P36959,informative,1.019,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q01995,informative,1.025,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P40425,informative,0.968,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q16877,informative,0.968,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q99218,certified,1.126,0.018,NA,NA,0.018,0.037,SomaScan
X/P,P16442,informative,1.011,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q99439,informative,0.918,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9Y5A6,informative,0.976,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q3KQV9,informative,0.905,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P16403,certified,1.326,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P40123,informative,1.010,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P54727,informative,0.991,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q92922,certified,1.505,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q8IZU9,informative,0.970,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q8WXK3,informative,0.988,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9P0J7,informative,1.024,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q92537,informative,1.155,0.018,NA,NA,0.018,0.037,SomaScan
X/P,P63208,informative,1.000,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9NVL1,informative,1.041,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q6MZZ7,informative,1.027,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9NQ35,informative,1.007,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9NP08,informative,0.977,0.018,NA,NA,0.018,0.037,SomaScan
X/P,O14960,informative,1.018,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q86VP6,informative,1.149,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,H3BUK9,informative,1.003,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q12950,informative,1.057,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q96F24,certified,1.804,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q9BQ04,informative,1.029,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P29972,certified,1.255,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q8TAC1,certified,0.563,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q9UJL9,informative,1.026,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,O00626,informative,1.060,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9C037,informative,1.028,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q8N6K7,informative,1.060,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q8IWL3,informative,1.054,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9UMQ3,informative,0.998,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q6V1X1,informative,0.994,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q08174,informative,1.077,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q9NP77,certified,1.592,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q9NVL1,informative,1.023,0.018,NA,NA,0.018,0.037,SomaScan
F/P,O43240,informative,0.901,0.018,NA,NA,0.018,0.037,Olink
F/P,O60645,informative,0.999,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9Y2V7,informative,0.973,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q96SF2,informative,1.052,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P42772,certified,1.494,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q8N0Z9,informative,1.052,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q96HR3,informative,1.066,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,A6NLU0,informative,1.035,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q96Q77,informative,1.031,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q9UJV3,informative,0.881,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q96IW7,informative,1.079,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q99873,informative,0.975,0.018,NA,NA,0.018,0.037,SomaScan
M/P,P0C7M7,informative,1.003,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9BV44,informative,1.027,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P16104,informative,0.957,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q6P1Q9,informative,1.095,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q8TC26,informative,0.946,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q96NG8,certified,1.438,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q8TAA9,informative,0.988,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q9UII6,certified,1.187,0.018,NA,NA,0.018,0.037,SomaScan
X/P,P15153,informative,0.991,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q13698,informative,1.112,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q9H4A5,informative,0.999,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q8N912,certified,1.130,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,Q03395,informative,1.052,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P67870,informative,1.057,0.018,NA,NA,0.018,0.037,SomaScan
F/P,Q86UV5,informative,1.054,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P60059,informative,0.954,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q9BTD8,informative,1.011,0.018,NA,NA,0.018,0.037,SomaScan
F/P,P26715,certified,1.505,0.018,NA,NA,0.018,0.037,SomaScan
M/P,Q9C0K3,informative,1.062,0.018,NA,NA,0.018,0.037,SomaScan
F/P,O95400,informative,0.980,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q9BXH1,informative,1.043,0.018,NA,NA,0.018,0.037,SomaScan
X/P,Q8N9B5,informative,0.987,0.018,NA,NA,0.018,0.037,SomaScan
F/P,O75718,informative,0.992,0.018,NA,NA,0.018,0.037,SomaScan
Y/P,P11216,informative,0.987,0.018,NA,NA,0.018,0.037,SomaScan
M/P,O75351,informative,1.077,0.019,NA,NA,0.019,0.037,SomaScan
X/P,Q9H944,informative,1.013,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q6NT46,certified,1.214,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q16798,informative,1.045,0.019,NA,NA,0.019,0.037,SomaScan
X/P,Q93091,informative,1.020,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q99726,informative,1.071,0.019,NA,NA,0.019,0.037,SomaScan
F/P,P05109,informative,1.073,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q9UN70,informative,0.998,0.019,NA,NA,0.019,0.037,SomaScan
M/P,P07359,informative,0.988,0.019,NA,NA,0.019,0.037,Olink
Y/P,P41161,informative,0.966,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q16627,informative,1.012,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q9H6S3,informative,1.194,0.019,NA,NA,0.019,0.037,Olink
X/P,P15374,informative,1.028,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,P86397,informative,1.008,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q9H0K4,informative,1.048,0.019,NA,NA,0.019,0.037,SomaScan
X/P,P07476,informative,1.029,0.019,NA,NA,0.019,0.037,SomaScan
F/P,O94811,informative,1.108,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q96QR1,informative,1.045,0.019,NA,NA,0.019,0.037,Olink
Y/P,P31941,certified,1.187,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q06889,informative,1.038,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q96EB1,informative,1.135,0.019,NA,NA,0.019,0.037,SomaScan
M/P,P36537,informative,1.055,0.019,NA,NA,0.019,0.037,SomaScan
M/P,P55774,informative,1.182,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q9NWA0,informative,0.963,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q9HCY8,informative,0.969,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,P0CG08,informative,1.024,0.019,NA,NA,0.019,0.037,SomaScan
M/P,P01127,informative,1.046,0.019,NA,NA,0.019,0.037,SomaScan
F/P,P53384,informative,0.972,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q63HN8,informative,1.058,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q56UN5,informative,0.982,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,P23921,informative,1.005,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q96CW1,informative,0.983,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q9H0U6,informative,1.038,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q6J9G0,informative,0.958,0.019,NA,NA,0.019,0.037,SomaScan
X/P,Q96PL2,informative,1.026,0.019,NA,NA,0.019,0.037,SomaScan
X/P,O43405,certified,0.959,0.019,NA,NA,0.019,0.037,Olink
F/P,P11912,informative,0.908,0.019,NA,NA,0.019,0.037,SomaScan
X/P,P04035,informative,1.019,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,P22692,informative,0.989,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q86YC3,informative,1.002,0.019,NA,NA,0.019,0.037,SomaScan
X/P,Q5JS13,certified,1.276,0.019,NA,NA,0.019,0.037,Olink
F/P,P37173,certified,1.368,0.019,NA,NA,0.019,0.037,SomaScan
X/P,Q9NRX4,informative,0.973,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q5SZQ8,informative,1.088,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q8IZF4,informative,1.045,0.019,NA,NA,0.019,0.037,SomaScan
X/P,Q9UL03,informative,0.994,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q99062,informative,1.113,0.019,NA,NA,0.019,0.037,Olink
F/P,O60237,informative,0.969,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,P26718,informative,1.186,0.019,NA,NA,0.019,0.037,Olink
X/P,Q92915,informative,1.034,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q8IZT9,informative,1.021,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q9UBZ9,informative,1.037,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q9HA82,informative,1.057,0.019,NA,NA,0.019,0.037,SomaScan
F/P,P16949,informative,0.997,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q9H5K3,informative,1.009,0.019,NA,NA,0.019,0.037,SomaScan
X/P,Q7Z713,informative,1.026,0.019,NA,NA,0.019,0.037,SomaScan
F/P,O76003,informative,0.959,0.019,NA,NA,0.019,0.037,SomaScan
M/P,P08962,informative,1.223,0.019,NA,NA,0.019,0.037,Olink
X/P,P62877,informative,0.989,0.019,NA,NA,0.019,0.037,SomaScan
X/P,P01011,informative,1.002,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q9Y561,informative,1.089,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q8N4T8,certified,1.115,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q5VWK5,informative,0.987,0.019,NA,NA,0.019,0.037,SomaScan
M/P,P12273,informative,1.197,0.019,NA,NA,0.019,0.037,SomaScan
Y/P,Q6ZTR7,informative,1.064,0.019,NA,NA,0.019,0.037,SomaScan
X/P,O60503,informative,1.012,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q8NC67,informative,0.993,0.019,NA,NA,0.019,0.037,SomaScan
F/P,P31153,informative,1.053,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q9Y5P3,informative,1.076,0.019,NA,NA,0.019,0.037,SomaScan
F/P,O95182,informative,0.981,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q8IY82,certified,1.749,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q14008,informative,1.109,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q6FI81,informative,1.009,0.019,NA,NA,0.019,0.037,SomaScan
F/P,P13535,informative,1.009,0.019,NA,NA,0.019,0.037,SomaScan
M/P,Q7Z7L1,informative,1.043,0.019,NA,NA,0.019,0.037,SomaScan
F/P,Q6W0C5,informative,1.183,0.019,NA,NA,0.019,0.037,SomaScan
